hotel_name,rating,description,address,url,city,latitude,longitude
Résidence Odalys Fleur de Sel,8.3,"Set in Aigues-Mortes, Résidence Odalys Fleur de Sel is a 5-minute walk from the historic town centre and offers a seasonal outdoor heated pool. Free WiFi is available on site.

The apartments are spread throughout small maisonettes and each features a private bathroom, a living room with a flat-screen TV and a fully-equipped kitchenette. Some apartments have a terrace or balcony.

Montpellier is 25 km from Résidence Odalys Fleur de Sel. Montpellier - Mediterranee Airport is 18 km from the property. Free outdoor parking is available.","278 Chemin de Trouche, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/residence-odalys-fleur-de-sel.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKW8OTRBsACAdICJDI5ZTdlZDg2LTRkZjgtNGQwZC1iZmU2LWM2ZmQ1YzA0MDk1ZdgCAeACAQ&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134809&srpvid=8cfb5e8b6b3707f2&type=total&ucfs=1&,Aigues Mortes,43.574094,4.179246
Résidence Odalys Le Mas des Flamants,8.5,"Located outside Aigues-Mortes’ fortifications, Résidence Odalys Le Mas des Flamants is just next to the Vidourle River. You can relax in the swimming and paddling pools or go to the beach at Le-Grau-du-Roi, 7 km away.

Set in small and terraced houses, the apartments at Résidence Odalys Le Mas des Flamants offer a private patio or garden. A TV and Wi-Fi access are also available with an extra cost.

Meals can be prepared in the accommodation’s kitchenette and enjoyed in the small dining area. Each kitchenette includes hotplates, a microwave and a dishwasher.

One free parking space is offered per apartment and an on-site launderette is also at your disposal. Local activities include walking the 5 minutes to the town centre or relaxing on Port-Camargue Beach, 7 km away.","60 Chemin de Trouche, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/residence-le-mas-des-flamants.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKW8OTRBsACAdICJDI5ZTdlZDg2LTRkZjgtNGQwZC1iZmU2LWM2ZmQ1YzA0MDk1ZdgCAeACAQ&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134809&srpvid=8cfb5e8b6b3707f2&type=total&ucfs=1&,Aigues Mortes,43.57379435310839,4.180621862215048
Jolie maisonnette à proximité de toutes commodités,8.7,Jolie maisonnette à proximité de toutes commodités in Saintes-Maries-de-la-Mer offers direct beachfront access and a terrace with stunning sea views. Guests can relax on the balcony or enjoy the outdoor dining area.,"9 Rue Jarjaie, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/jolie-maisonnette-a-proximite-de-toutes-commodites.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=24&hpos=24&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.453081,4.4274383
Location Luccini,8.9,"Location Luccini in Saintes-Maries-de-la-Mer offers a private beach area, garden, terrace, and free WiFi. Amphora Beach is a 3-minute walk away, while Arles Amphitheatre lies 38 km from the apartment. Nimes-Ales-Camargue-Cevennes Airport is 41 km distant.","16 Rue Camille Pelletan, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/location-luccini.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=23&hpos=23&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.4526049,4.4313727
EL ROCIO 3,9.0,"EL ROCIO 3 in Saintes-Maries-de-la-Mer offers a comfortable apartment with one bedroom and a living room. The property features a sun terrace, garden, and a seasonal outdoor swimming pool. Free WiFi is available in public areas.","Mas EL ROCIO Rte d icard D38A, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/el-rocio-3-saintes-maries-de-la-mer.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=22&hpos=22&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.502233,4.393335
Vila De La Mar & Spa,8.4,"Vila De La Mar & Spa is a small hotel featuring modern design located in the centre of Saintes-Maries-de-la-Mer, 100 metres from the beach. There is a heated outdoor swimming pool, covered during winter, and a spa with hammam and hot tub.

Each air-conditioned room features a private terrace, a minibar and a large flat-screen TV with cable channels.

Guests can enjoy a  restaurant with a terrace overlooking the pool. On some weekends a dinner hosted by Gypsy guitarists and singers can be provided for a surcharge. A continental breakfast is also available and in-room breakfast is possible for a surcharge.

Activities in the area include windsurfing, horse riding and boat excursions. Vila De La Mar & Spa is surrounded by the Camargue Regional Nature Park and faces the Mediterranean Sea. Guests can also enjoy four wheel, bicycle or carriage rides during their stay.

The property is within 60 km from both Nîmes and Garons Airports, and 120 km from Marseille Marignane Airport. Arles Train Station is 36 km away.","1 bis rue Camille Pelletan, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/bastide-blanche-saintes-maries-de-la-mer.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=21&hpos=21&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.453345311806814,4.430665969848633
"Chambre les flamants, climatisation, avec vue imprenable sur les étangs, petit déjeuner offert",9.3,"Chambre les flamants in Saintes-Maries-de-la-Mer offers spacious rooms with lake, garden, and mountain views. Each room includes air-conditioning, a private bathroom, and a kitchenette.","29 Rue Fanfonne Guillerme, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/chambre-les-flamants.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=20&hpos=20&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.457069,4.430955
"Appartement vue mer, terrasse, place de parking privée, proximité des commerces",8.0,"Appartement vue mer, terrasse, place de parking privée, proximité des commerces in Saintes-Maries-de-la-Mer offers direct beachfront access with stunning sea views. Amphora Beach is just a 3-minute walk away.","Avenue J.Yves Cousteau, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/appartement-vue-mer-terrasse-place-de-parking-privee-proximite-des-commerces.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=19&hpos=19&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.453312,4.435338
"Appartement front de mer avec vue et accès plage, Saintes-Maries-de-la-Mer",8.8,"Appartement front de mer avec vue et accès plage in Saintes-Maries-de-la-Mer offers direct beachfront access and stunning sea views. Amphora Beach is just a few steps away, providing easy beachfront relaxation.","2 Avenue Commandant Jacques Y Cousteau, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/appartement-bord-de-mer-avec-vue-et-acces-plage-saintes-maries-de-la-mer.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=18&hpos=18&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.453433711578,4.435737318524
L'auberge Camarguaise,9.0,"Offering a seasonal outdoor pool and a sun terrace, L'auberge Camarguaise is situated 2 kms away from Saintes-Maries-de-la-Mer. The property was recently renovated by the new owners Elodie and Benoît who are very appy to welcome you at L'auberge Camarguaise. The property offers free private parking and free WiFi throughout.

Every room includes a double bed a private terrace, flat-screen TV and a private bathroom fitted with a bath or a shower.

There is a shared lounge and a bar at the property with different cocktails, West Indian rhums, and aperitif board with local products.

The area is popular for horse riding and cycling. The natural Camargue parc is located 2 kms away from the property.

The nearest airport is Montpellier - Mediterranee Airport, 50 km from L'auberge Camarguaise.","Route D' Arles D570, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/lauberge-camarguaise.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=17&hpos=17&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.471842348919495,4.411565959453583
Mas Des Salicornes,9.4,"Mas Des Salicornes is a countryside hotel just a 10-minute walk from the beach, in the heart of Provence. Each room features a terrace and guests can enjoy the outdoor pool. Free WiFi access is provided.

All of the guest rooms at the Mas Des Salicornes overlook the Provençal-style garden. They are equipped with a TV, safety deposit box and air conditioning. Ironing facilities are available at reception.

A continental breakfast is available and guests can enjoy an after-dinner drink in the bar.

Mas Des Salicornes can organise a range of activities, such as excursions by horse and carriage and evening entertainment.

Situated within a walking distance from the city centre of Les Saintes Maries De La Mer, the hotel is a 20-minute drive from the Camargue Regional Park. Arles is a 35-minute drive away.","38 Chemin du Pont Blanc, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/mas-des-salicornes.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=16&hpos=16&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.45687142239208,4.426175951957703
Studio a deux pas du centre ville et de la mer,,"Studio a deux pas du centre ville et de la mer in Saintes-Maries-de-la-Mer offers a one-bedroom apartment with a terrace. The living room includes a sofa and TV, while the kitchen is equipped with modern appliances.","19 Rue de l'Estrambord, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/studio-a-deux-pas-du-centre-ville-et-de-la-mer.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=15&hpos=15&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.454509,4.4286074
Appartement calme à deux pas de la mer,8.9,"Appartement calme à deux pas de la mer in Saintes-M-de-la-Mer offers a ground-floor apartment with one bedroom and a living room. The property features a terrace, kitchenette, and a private entrance.","rez de chaussée 10 carriero dou pounentau, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/appartement-calme-a-deux-pas-de-la-mer.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=14&hpos=14&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.455638511333,4.434994942077
Hotel Le Méditérranée,6.7,"Situated in Saintes-Maries-de-la-Mer in the Provence-Alpes-Côte d'Azur Region, 100 metres from Eglise des Stes Maries and a 2-minute walk away from the beach and the port, Hotel Le Méditérranée features a sun terrace and views of the garden. Guests can enjoy the on-site bar. Free WiFi is offered.

The rooms have a flat-screen TV. Breakfast is served every morning on the terrace.

You will find luggage storage space at the property.

Nimes-Ales-Camargue-Cevennes Airport is 34 km from the property.","4 Rue Frédéric Mistral, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/le-mediterranee-saintes-maries-de-la-mer.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=13&hpos=13&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.451222809689,4.42666831779093
L Abri-côtier Appartements,9.2,"L Abri-côtier Appartements in Saintes-Maries-de-la-Mer offers a garden and terrace with free WiFi. Each apartment includes air-conditioning, a private bathroom, and a fully equipped kitchen.","24 Avenue d'Arles, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/appartement-3-saintes-maries-de-la-mer.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=12&hpos=12&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.454349768093,4.427723094089
Abrivado,8.7,"Set in the Camargue Regional Park, Abrivado is an air-conditioned hotel located beside the harbour in the town of Saintes-Maries-de-la-Mer. It is 50 metres from the beach and the surrounding shops. Free WiFi access is provided in the guest rooms.

A TV is included in the rooms, which feature a simple décor. 12 of the rooms offer a sea view and 6 of them also feature a private furnished terrace. The private bathrooms include a hairdryer.

A continental breakfast is offered every morning at the hotel Abrivado for an extra charge.

Low-cost public parking is available nearby, and you can visit Arles, located 40 km away. Montpellier Airport is 52 km from the hotel. Public parking is available nearby.","2, Avenue Theodore Aubanel, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/abrivado.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=11&hpos=11&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.45033695444248,4.426224231719971
Camping Le Clos du Rhône,8.4,"Camping Le Clos du Rhône in Saintes-Maries-de-la-Mer offers direct beachfront access with Clos Du Rhone Beach just a 2-minute walk away. Guests enjoy sea views and a sun terrace, perfect for relaxation.","RD 38, route d aigues mortes, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/camping-le-clos-du-rhone.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.448877916097,4.401684040041
Oh! Campings - Le Clos du Rhône,8.0,Oh! Campings - Le Clos du Rhône in Saintes-Maries-de-la-Mer offers direct beachfront access with Clos Du Rhone Beach just a 2-minute walk away. Guests can enjoy the outdoor swimming pool and relax on the sun terrace.,"38 route d'Aigues Mortes , 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/oh-campings.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.44888,4.40168
Mas du Clos de la Barque,7.3,"Mas du Clos de la Barque in Saintes-Maries-de-la-Mer offers a ground-floor apartment with a private entrance. The property features a garden and terrace, complemented by free WiFi.","Mas du Clos de la Barque bac du sauvage, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/mas-du-clos-de-la-barque.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.48375941616,4.387740005349
Le Fangassier,9.1,"Located in the Provence-Alpes-Côte d’Azur region, Le Fangassier a hotel set in a Camargue-style building 600 metres from the beach in Saintes-Maries-de-la-Mer. It offers free WiFi access.

All the air-conditioned rooms at Le Fangassier feature a telephone and a flat-screen TV. A bathroom with a bath or shower is also provided. Some rooms have a private terrace or balcony.

A buffet breakfast is served every morning at Le Fangassier.

Shops and restaurants can be found within a 5-minute walk.

This hotel is a 15-minute drive from Château d’Avignon and Arles is 37 km away.","12, Route de Cacharel, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/le-fangassier.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.454496041947834,4.430707544088364
Le Castelet,6.7,"This hotel is located in Saintes-Maries-de-la-Mer, just 60 metres from the Mediterranean Sea and 30 metres from the Laune Lake. It features a cocktail bar with a flower-filled terrace.

The guest rooms at Le Castelet are equipped with free Wi-Fi access and TVs. Each has a private bathroom with showers and most have private toilets. The hotel serves a continental breakfast every morning in the dining room.

Le Castelet is just a 15-minute drive from the Camargue National Park and Arles is a 35-minute drive away. Montpellier is approximately 50 km from the hotel.","10 Rue Des Launes, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/le-castelet-les-saintes-maries-de-la-mer.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.451349492721796,4.425076246261597
Hôtel Casa Marina,9.0,"Hôtel Casa Marina in Saintes-Maries-de-la-Mer offers direct beachfront access, a sun terrace, and a lush garden. Guests enjoy sea views and a relaxing outdoor seating area.","1 Avenue Gilbert Leroy, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/casa-marina-saintes-maries-de-la-mer.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.451133,4.430953
Oh! Campings - La Brise de Camargue,7.8,Oh! Campings - La Brise de Camargue in Saintes-Maries-de-la-Mer offers direct beachfront access with Amphora Beach an 8-minute walk away. Guests enjoy stunning sea views and easy beachfront activities.,"BP 74 Rue Marcel Carrière, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/oh-campings-la-brise.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.455801,4.436295
